date,division,index
2013-11-01,11,113.2
2013-11-01,09,103.6
2013-11-01,12,103.5
2013-11-01,01,112.6
2013-11-01,08,98.2
2013-11-01,03,98.7
2013-11-01,02,121.7
2013-11-01,05,105.9
2013-11-01,overall,108.6
2013-11-01,04,106.4
2013-11-01,10,107.8
2013-11-01,06,107.6
2013-11-01,13,104.6
2013-12-01,10,107.9
2013-12-01,05,105.8
2013-12-01,12,103.5
2013-12-01,07,110.6
2013-12-01,04,106.5
2013-12-01,06,107.8
2013-12-01,09,104.9
2013-12-01,11,113.5
2013-12-01,overall,108.9
2013-12-01,01,113.6
2013-12-01,13,104.3
2013-12-01,02,121.6
2013-12-01,03,98.3
2013-12-01,08,98.2
2014-01-01,overall,109.5
2014-01-01,03,98.7
2014-01-01,12,103.5
2014-01-01,11,114.7
2014-01-01,02,121.7
2014-01-01,05,106.3
2014-01-01,06,108.2
2014-01-01,04,107.3
2014-01-01,09,104.8
2014-01-01,07,110.9
2014-01-01,01,114.5
2014-01-01,13,104.4
2014-01-01,10,108.8
2014-01-01,08,98.2
2014-02-01,13,105.0
2014-02-01,overall,109.8
2014-02-01,11,115.4
2014-02-01,05,106.5
2014-02-01,07,111.1
2014-02-01,08,98.1
2014-02-01,06,108.4
2014-02-01,01,114.4
2014-02-01,09,104.9
2014-02-01,10,109.3
2014-02-01,04,108.0
2014-02-01,12,103.7
2014-02-01,03,98.8
2014-02-01,02,121.7
2014-03-01,overall,109.9
2014-03-01,04,108.1
2014-03-01,10,109.4
2014-03-01,11,115.9
2014-03-01,02,121.7
2014-03-01,08,98.1
2014-03-01,12,104.4
2014-03-01,06,108.6
2014-03-01,07,111.3
2014-03-01,01,114.5
2014-03-01,05,106.5
2014-03-01,13,105.4
2014-03-01,03,98.8
2014-03-01,09,104.9
2014-04-01,10,109.5
2014-04-01,04,108.1
2014-04-01,06,109.1
2014-04-01,01,114.4
2014-04-01,05,106.5
2014-04-01,07,111.4
2014-04-01,11,116.4
2014-04-01,03,98.7
2014-04-01,12,104.5
2014-04-01,overall,109.9
2014-04-01,02,121.7
2014-04-01,09,104.9
2014-04-01,08,97.9
2014-04-01,13,105.4
2014-05-01,10,109.6
2014-05-01,04,108.6
2014-05-01,09,105.0
2014-05-01,02,121.7
2014-05-01,08,97.8
2014-05-01,13,105.4
2014-05-01,07,111.5
2014-05-01,03,98.6
2014-05-01,01,114.5
2014-05-01,11,116.7
2014-05-01,05,106.6
2014-05-01,12,104.5
2014-05-01,overall,110.0
2014-05-01,06,109.4
2014-06-01,06,109.9
2014-06-01,01,115.1
2014-06-01,11,116.9
2014-06-01,12,104.5
2014-06-01,05,106.6
2014-06-01,overall,110.2
2014-06-01,07,111.1
2014-06-01,03,98.5
2014-06-01,09,105.0
2014-06-01,10,109.7
2014-06-01,02,121.8
2014-06-01,13,105.4
2014-06-01,08,97.8
2014-06-01,04,108.7
2014-07-01,02,121.8
2014-07-01,05,106.3
2014-07-01,08,97.7
2014-07-01,04,108.7
2014-07-01,03,98.1
2014-07-01,10,109.9
2014-07-01,09,105.0
2014-07-01,overall,110.3
2014-07-01,06,110.2
2014-07-01,07,111.1
2014-07-01,13,105.4
2014-07-01,11,117.1
2014-07-01,01,115.5
2014-07-01,12,104.5
2014-08-01,04,109.3
2014-08-01,03,98.1
2014-08-01,11,117.5
2014-08-01,05,106.7
2014-08-01,overall,110.5
2014-08-01,13,105.6
2014-08-01,01,115.6
2014-08-01,10,110.1
2014-08-01,02,121.8
2014-08-01,07,111.2
2014-08-01,06,110.4
2014-08-01,08,97.6
2014-08-01,12,104.8
2014-08-01,09,105.0
2014-09-01,08,97.5
2014-09-01,06,110.8
2014-09-01,03,98.3
2014-09-01,04,109.3
2014-09-01,07,111.0
2014-09-01,01,115.8
2014-09-01,02,125.8
2014-09-01,10,110.1
2014-09-01,05,106.7
2014-09-01,overall,110.7
2014-09-01,13,105.6
2014-09-01,12,104.8
2014-09-01,09,105.0
2014-09-01,11,117.6
2014-10-01,13,105.3
2014-10-01,03,98.2
2014-10-01,09,104.9
2014-10-01,11,117.7
2014-10-01,overall,111.3
2014-10-01,04,109.3
2014-10-01,10,110.1
2014-10-01,08,97.4
2014-10-01,05,106.6
2014-10-01,01,115.6
2014-10-01,02,121.9
2014-10-01,12,104.8
2014-10-01,07,116.7
2014-10-01,06,110.9
2014-11-01,13,105.5
2014-11-01,03,98.3
2014-11-01,06,111.3
2014-11-01,02,134.5
2014-11-01,12,104.8
2014-11-01,01,115.9
2014-11-01,07,116.5
2014-11-01,05,106.7
2014-11-01,10,110.2
2014-11-01,08,97.3
2014-11-01,overall,111.9
2014-11-01,04,110.1
2014-11-01,09,104.9
2014-11-01,11,118.1
2014-12-01,10,110.3
2014-12-01,05,106.4
2014-12-01,07,115.0
2014-12-01,08,97.3
2014-12-01,overall,111.8
2014-12-01,11,118.2
2014-12-01,04,110.1
2014-12-01,12,105.0
2014-12-01,01,116.3
2014-12-01,13,105.8
2014-12-01,03,98.0
2014-12-01,09,104.9
2014-12-01,06,111.4
2014-12-01,02,134.5
2015-01-01,08,97.2
2015-01-01,11,118.6
2015-01-01,02,134.6
2015-01-01,10,111.1
2015-01-01,07,104.2
2015-01-01,09,105.3
2015-01-01,05,106.8
2015-01-01,06,111.7
2015-01-01,03,98.6
2015-01-01,overall,110.6
2015-01-01,13,106.2
2015-01-01,12,105.0
2015-01-01,04,109.6
2015-01-01,01,117.7
2015-02-01,02,134.6
2015-02-01,11,118.8
2015-02-01,12,105.1
2015-02-01,04,110.6
2015-02-01,01,117.5
2015-02-01,10,111.7
2015-02-01,08,97.2
2015-02-01,06,112.1
2015-02-01,13,106.7
2015-02-01,03,98.2
2015-02-01,overall,109.9
2015-02-01,05,106.6
2015-02-01,09,105.7
2015-02-01,07,98.0
2015-03-01,08,97.2
2015-03-01,12,105.4
2015-03-01,overall,110.9
2015-03-01,11,119.2
2015-03-01,05,106.7
2015-03-01,04,110.2
2015-03-01,06,112.5
2015-03-01,13,107.0
2015-03-01,01,117.1
2015-03-01,07,105.8
2015-03-01,09,105.5
2015-03-01,03,98.6
2015-03-01,02,134.6
2015-03-01,10,111.8
2015-04-01,02,137.5
2015-04-01,08,100.2
2015-04-01,01,118.0
2015-04-01,09,106.5
2015-04-01,07,106.1
2015-04-01,04,110.6
2015-04-01,05,109.0
2015-04-01,03,99.4
2015-04-01,06,114.6
2015-04-01,11,121.4
2015-04-01,13,109.7
2015-04-01,12,109.0
2015-04-01,10,112.4
2015-04-01,overall,111.9
2015-05-01,10,112.3
2015-05-01,09,106.7
2015-05-01,13,110.0
2015-05-01,05,109.4
2015-05-01,12,109.8
2015-05-01,overall,112.3
2015-05-01,06,114.9
2015-05-01,07,106.3
2015-05-01,01,118.5
2015-05-01,08,100.3
2015-05-01,03,99.5
2015-05-01,11,121.9
2015-05-01,02,135.4
2015-05-01,04,111.4
2015-06-01,11,122.2
2015-06-01,04,111.4
2015-06-01,09,106.8
2015-06-01,03,99.2
2015-06-01,08,100.3
2015-06-01,05,110.0
2015-06-01,02,135.6
2015-06-01,12,110.0
2015-06-01,13,110.2
2015-06-01,06,115.4
2015-06-01,overall,113.0
2015-06-01,01,119.0
2015-06-01,10,112.5
2015-06-01,07,109.5
2015-07-01,04,111.4
2015-07-01,overall,113.9
2015-07-01,09,107.0
2015-07-01,12,109.8
2015-07-01,05,110.4
2015-07-01,01,119.9
2015-07-01,13,110.4
2015-07-01,07,112.9
2015-07-01,06,115.5
2015-07-01,10,112.5
2015-07-01,02,138.0
2015-07-01,03,99.0
2015-07-01,11,122.5
2015-07-01,08,100.4
2015-08-01,05,110.7
2015-08-01,10,112.8
2015-08-01,06,115.6
2015-08-01,07,109.9
2015-08-01,12,109.9
2015-08-01,overall,113.9
2015-08-01,11,122.8
2015-08-01,08,100.5
2015-08-01,09,107.2
2015-08-01,01,120.5
2015-08-01,13,110.4
2015-08-01,04,112.2
2015-08-01,03,98.8
2015-08-01,02,138.1
2015-09-01,09,107.4
2015-09-01,05,110.7
2015-09-01,overall,113.6
2015-09-01,07,106.8
2015-09-01,12,110.1
2015-09-01,11,123.0
2015-09-01,06,115.9
2015-09-01,13,111.5
2015-09-01,02,138.1
2015-09-01,01,120.8
2015-09-01,10,112.8
2015-09-01,03,99.0
2015-09-01,04,112.2
2015-09-01,08,100.6
2015-10-01,08,100.6
2015-10-01,02,138.1
2015-10-01,01,121.0
2015-10-01,06,116.1
2015-10-01,10,112.8
2015-10-01,11,123.2
2015-10-01,04,112.2
2015-10-01,03,98.9
2015-10-01,13,111.4
2015-10-01,07,110.0
2015-10-01,overall,114.1
2015-10-01,12,110.1
2015-10-01,09,107.4
2015-10-01,05,110.6
2015-11-01,05,110.8
2015-11-01,12,110.5
2015-11-01,09,107.6
2015-11-01,11,123.5
2015-11-01,13,111.7
2015-11-01,07,110.4
2015-11-01,04,112.8
2015-11-01,01,120.7
2015-11-01,08,100.6
2015-11-01,overall,114.8
2015-11-01,03,98.9
2015-11-01,06,116.2
2015-11-01,10,112.9
2015-11-01,02,162.3
2015-12-01,09,107.6
2015-12-01,05,110.9
2015-12-01,02,165.1
2015-12-01,08,100.5
2015-12-01,11,123.8
2015-12-01,10,113.2
2015-12-01,13,111.5
2015-12-01,06,116.5
2015-12-01,04,112.8
2015-12-01,07,107.9
2015-12-01,01,121.6
2015-12-01,overall,114.8
2015-12-01,03,98.8
2015-12-01,12,110.5
2016-01-01,12,110.6
2016-01-01,11,123.9
2016-01-01,13,112.0
2016-01-01,03,99.0
2016-01-01,04,113.0
2016-01-01,01,122.3
2016-01-01,07,104.8
2016-01-01,overall,114.5
2016-01-01,05,111.2
2016-01-01,06,116.8
2016-01-01,09,107.7
2016-01-01,10,114.0
2016-01-01,08,98.1
2016-01-01,02,165.0
2016-02-01,09,108.2
2016-02-01,13,112.3
2016-02-01,overall,114.5
2016-02-01,07,101.5
2016-02-01,01,123.1
2016-02-01,10,114.5
2016-02-01,06,117.2
2016-02-01,02,165.0
2016-02-01,12,110.6
2016-02-01,04,113.5
2016-02-01,03,98.7
2016-02-01,08,98.1
2016-02-01,11,124.4
2016-02-01,05,111.6
2016-03-01,11,124.6
2016-03-01,02,165.1
2016-03-01,10,114.7
2016-03-01,08,98.1
2016-03-01,01,123.0
2016-03-01,05,111.7
2016-03-01,13,112.5
2016-03-01,12,110.6
2016-03-01,06,117.2
2016-03-01,04,113.6
2016-03-01,07,97.1
2016-03-01,03,98.6
2016-03-01,09,108.2
2016-03-01,overall,113.8
2016-04-01,11,124.7
2016-04-01,09,108.2
2016-04-01,02,165.1
2016-04-01,06,117.1
2016-04-01,10,114.8
2016-04-01,07,100.3
2016-04-01,01,123.0
2016-04-01,05,111.8
2016-04-01,03,98.7
2016-04-01,04,113.5
2016-04-01,08,98.1
2016-04-01,overall,114.3
2016-04-01,12,111.2
2016-04-01,13,112.5
2016-05-01,04,114.1
2016-05-01,09,108.3
2016-05-01,06,117.2
2016-05-01,07,100.3
2016-05-01,03,98.6
2016-05-01,13,112.7
2016-05-01,10,114.8
2016-05-01,overall,114.6
2016-05-01,01,123.4
2016-05-01,12,111.4
2016-05-01,11,125.0
2016-05-01,08,98.1
2016-05-01,02,165.3
2016-05-01,05,111.8
2016-06-01,12,111.5
2016-06-01,08,98.1
2016-06-01,11,124.9
2016-06-01,01,124.0
2016-06-01,13,112.7
2016-06-01,10,114.9
2016-06-01,02,165.3
2016-06-01,05,111.9
2016-06-01,03,98.6
2016-06-01,07,100.2
2016-06-01,06,117.7
2016-06-01,09,108.3
2016-06-01,overall,114.8
2016-06-01,04,114.1
2016-07-01,04,114.1
2016-07-01,06,117.8
2016-07-01,10,115.0
2016-07-01,03,98.4
2016-07-01,09,108.8
2016-07-01,01,124.4
2016-07-01,07,101.7
2016-07-01,05,112.1
2016-07-01,02,165.4
2016-07-01,12,111.5
2016-07-01,overall,115.1
2016-07-01,13,113.1
2016-07-01,11,125.1
2016-07-01,08,98.1
2016-08-01,01,124.7
2016-08-01,10,115.0
2016-08-01,05,112.1
2016-08-01,13,113.2
2016-08-01,overall,115.6
2016-08-01,03,98.2
2016-08-01,02,165.3
2016-08-01,08,98.1
2016-08-01,04,114.6
2016-08-01,07,102.5
2016-08-01,11,125.4
2016-08-01,09,111.1
2016-08-01,12,111.6
2016-08-01,06,118.1
2016-09-01,02,165.3
2016-09-01,06,118.5
2016-09-01,09,111.1
2016-09-01,12,111.5
2016-09-01,04,114.6
2016-09-01,11,125.7
2016-09-01,10,115.0
2016-09-01,08,98.0
2016-09-01,overall,115.3
2016-09-01,01,124.4
2016-09-01,03,98.4
2016-09-01,13,113.2
2016-09-01,05,112.1
2016-09-01,07,100.9
2016-10-01,01,124.0
2016-10-01,03,98.4
2016-10-01,02,165.4
2016-10-01,04,114.6
2016-10-01,13,113.1
2016-10-01,12,111.5
2016-10-01,11,125.7
2016-10-01,06,118.8
2016-10-01,09,111.2
2016-10-01,overall,115.7
2016-10-01,07,104.0
2016-10-01,08,98.0
2016-10-01,05,112.3
2016-10-01,10,115.0
2016-11-01,13,113.7
2016-11-01,03,98.4
2016-11-01,05,112.4
2016-11-01,11,125.8
2016-11-01,08,97.9
2016-11-01,02,165.4
2016-11-01,09,111.0
2016-11-01,06,119.1
2016-11-01,01,124.9
2016-11-01,10,115.1
2016-11-01,07,108.7
2016-11-01,12,111.5
2016-11-01,04,115.2
2016-11-01,overall,116.8
2016-12-01,03,98.3
2016-12-01,12,111.5
2016-12-01,overall,116.8
2016-12-01,11,126.1
2016-12-01,01,125.7
2016-12-01,10,115.1
2016-12-01,09,111.1
2016-12-01,05,112.5
2016-12-01,08,97.9
2016-12-01,13,113.5
2016-12-01,02,165.3
2016-12-01,06,119.3
2016-12-01,07,107.2
2016-12-01,04,115.2
2017-01-01,13,113.6
2017-01-01,04,115.2
2017-01-01,07,113.5
2017-01-01,11,126.5
2017-01-01,01,126.8
2017-01-01,06,119.7
2017-01-01,10,116.3
2017-01-01,03,98.3
2017-01-01,12,111.6
2017-01-01,overall,118.1
2017-01-01,09,111.2
2017-01-01,08,97.9
2017-01-01,02,165.3
2017-01-01,05,112.9
2017-02-01,overall,119.6
2017-02-01,07,119.7
2017-02-01,13,113.9
2017-02-01,11,127.3
2017-02-01,06,120.0
2017-02-01,01,128.0
2017-02-01,02,165.3
2017-02-01,04,116.0
2017-02-01,10,116.4
2017-02-01,03,98.5
2017-02-01,05,113.3
2017-02-01,09,111.6
2017-02-01,08,97.8
2017-02-01,12,111.6
2017-03-01,11,127.5
2017-03-01,07,119.4
2017-03-01,09,111.4
2017-03-01,12,111.6
2017-03-01,03,98.4
2017-03-01,05,113.4
2017-03-01,01,127.5
2017-03-01,overall,119.4
2017-03-01,08,97.9
2017-03-01,13,114.0
2017-03-01,04,116.1
2017-03-01,06,120.2
2017-03-01,10,116.6
2017-03-01,02,165.4
2017-04-01,06,120.4
2017-04-01,overall,119.2
2017-04-01,07,117.1
2017-04-01,04,116.1
2017-04-01,13,114.2
2017-04-01,08,97.8
2017-04-01,05,113.9
2017-04-01,01,127.6
2017-04-01,03,98.6
2017-04-01,11,127.7
2017-04-01,10,116.7
2017-04-01,02,165.4
2017-04-01,09,111.4
2017-04-01,12,111.6
2017-05-01,04,116.6
2017-05-01,02,165.6
2017-05-01,09,111.4
2017-05-01,06,120.6
2017-05-01,07,113.4
2017-05-01,08,97.8
2017-05-01,01,128.3
2017-05-01,12,111.6
2017-05-01,13,114.2
2017-05-01,10,116.7
2017-05-01,11,127.9
2017-05-01,03,98.4
2017-05-01,05,114.2
2017-05-01,overall,119.0
2017-06-01,12,111.6
2017-06-01,overall,118.7
2017-06-01,13,114.1
2017-06-01,11,128.0
2017-06-01,03,98.2
2017-06-01,05,114.2
2017-06-01,10,116.8
2017-06-01,02,165.5
2017-06-01,08,97.8
2017-06-01,04,116.6
2017-06-01,07,110.7
2017-06-01,01,128.8
2017-06-01,09,111.5
2017-06-01,06,120.8
2017-07-01,06,121.2
2017-07-01,13,114.4
2017-07-01,12,111.6
2017-07-01,02,165.5
2017-07-01,10,116.8
2017-07-01,11,128.3
2017-07-01,07,109.5
2017-07-01,overall,118.7
2017-07-01,04,116.6
2017-07-01,05,115.0
2017-07-01,08,97.8
2017-07-01,09,111.6
2017-07-01,03,98.0
2017-07-01,01,129.2
2017-08-01,03,97.9
2017-08-01,08,97.8
2017-08-01,05,115.1
2017-08-01,01,129.6
2017-08-01,overall,119.8
2017-08-01,11,128.9
2017-08-01,07,114.5
2017-08-01,02,165.5
2017-08-01,12,111.6
2017-08-01,06,121.3
2017-08-01,10,116.8
2017-08-01,04,117.3
2017-08-01,09,111.5
2017-08-01,13,114.2
2017-09-01,02,165.5
2017-09-01,12,111.6
2017-09-01,10,116.8
2017-09-01,09,111.5
2017-09-01,03,98.1
2017-09-01,01,129.7
2017-09-01,08,97.7
2017-09-01,13,114.4
2017-09-01,06,121.5
2017-09-01,11,129.0
2017-09-01,04,117.3
2017-09-01,07,116.8
2017-09-01,05,115.2
2017-09-01,overall,120.1
2017-10-01,11,129.1
2017-10-01,07,116.6
2017-10-01,03,98.0
2017-10-01,12,111.6
2017-10-01,09,111.6
2017-10-01,02,165.6
2017-10-01,01,129.4
2017-10-01,08,97.6
2017-10-01,10,116.8
2017-10-01,06,121.6
2017-10-01,05,115.2
2017-10-01,overall,120.0
2017-10-01,04,117.3
2017-10-01,13,114.5
2017-11-01,06,121.7
2017-11-01,overall,120.8
2017-11-01,04,117.7
2017-11-01,12,111.6
2017-11-01,09,111.7
2017-11-01,02,165.7
2017-11-01,05,115.2
2017-11-01,10,116.8
2017-11-01,11,129.3
2017-11-01,08,97.4
2017-11-01,01,129.9
2017-11-01,13,114.5
2017-11-01,07,120.4
2017-11-01,03,97.9
2017-12-01,overall,120.9
2017-12-01,11,129.4
2017-12-01,03,97.8
2017-12-01,01,130.8
2017-12-01,12,111.6
2017-12-01,07,119.5
2017-12-01,04,117.7
2017-12-01,06,122.0
2017-12-01,10,117.0
2017-12-01,09,111.7
2017-12-01,08,97.4
2017-12-01,05,115.2
2017-12-01,02,165.6
2017-12-01,13,114.3
2018-01-01,11,129.5
2018-01-01,10,117.7
2018-01-01,08,97.4
2018-01-01,03,98.0
2018-01-01,04,117.7
2018-01-01,13,114.6
2018-01-01,09,111.8
2018-01-01,overall,121.3
2018-01-01,05,115.8
2018-01-01,02,165.6
2018-01-01,01,131.6
2018-01-01,07,120.0
2018-01-01,12,111.6
2018-01-01,06,122.4
2018-02-01,09,112.0
2018-02-01,06,122.5
2018-02-01,12,111.7
2018-02-01,overall,121.3
2018-02-01,10,117.8
2018-02-01,13,114.3
2018-02-01,01,131.8
2018-02-01,03,97.8
2018-02-01,02,165.5
2018-02-01,04,118.3
2018-02-01,05,115.7
2018-02-01,11,129.6
2018-02-01,07,119.3
2018-02-01,08,97.3
2018-03-01,13,114.5
2018-03-01,04,118.3
2018-03-01,08,97.2
2018-03-01,12,111.7
2018-03-01,10,117.9
2018-03-01,07,117.6
2018-03-01,01,131.1
2018-03-01,03,97.7
2018-03-01,06,122.6
2018-03-01,09,112.0
2018-03-01,overall,120.9
2018-03-01,05,115.8
2018-03-01,11,130.0
2018-03-01,02,165.6
2018-04-01,08,97.1
2018-04-01,10,118.0
2018-04-01,04,118.3
2018-04-01,13,114.6
2018-04-01,03,97.8
2018-04-01,overall,120.9
2018-04-01,02,165.7
2018-04-01,06,122.9
2018-04-01,11,130.5
2018-04-01,07,117.6
2018-04-01,05,115.9
2018-04-01,12,111.7
2018-04-01,01,130.9
2018-04-01,09,112.1
2018-05-01,05,115.9
2018-05-01,11,130.6
2018-05-01,07,117.7
2018-05-01,09,112.0
2018-05-01,13,114.7
2018-05-01,04,119.0
2018-05-01,12,111.7
2018-05-01,01,131.1
2018-05-01,overall,121.1
2018-05-01,02,165.7
2018-05-01,08,96.9
2018-05-01,06,122.9
2018-05-01,03,97.7
2018-05-01,10,118.1
2018-06-01,overall,119.6
2018-06-01,02,164.4
2018-06-01,08,94.0
2018-06-01,12,108.8
2018-06-01,11,129.6
2018-06-01,10,117.9
2018-06-01,06,121.2
2018-06-01,04,118.4
2018-06-01,01,129.8
2018-06-01,05,113.1
2018-06-01,13,111.1
2018-06-01,07,116.8
2018-06-01,09,108.7
2018-06-01,03,95.2
2018-07-01,overall,119.8
2018-07-01,13,111.0
2018-07-01,08,94.0
2018-07-01,10,118.0
2018-07-01,02,164.1
2018-07-01,12,108.8
2018-07-01,06,121.2
2018-07-01,01,130.1
2018-07-01,11,129.6
2018-07-01,04,118.9
2018-07-01,09,108.9
2018-07-01,03,95.1
2018-07-01,05,113.1
2018-07-01,07,116.8
2018-08-01,10,118.1
2018-08-01,06,121.3
2018-08-01,09,109.0
2018-08-01,08,93.9
2018-08-01,01,130.1
2018-08-01,13,110.8
2018-08-01,05,113.2
2018-08-01,03,95.1
2018-08-01,overall,120.0
2018-08-01,04,119.6
2018-08-01,07,116.9
2018-08-01,02,163.9
2018-08-01,12,108.8
2018-08-01,11,129.8
2018-09-01,03,95.0
2018-09-01,06,121.3
2018-09-01,12,109.2
2018-09-01,01,130.3
2018-09-01,02,164.0
2018-09-01,13,111.0
2018-09-01,07,117.2
2018-09-01,04,119.8
2018-09-01,11,130.4
2018-09-01,08,96.1
2018-09-01,10,118.1
2018-09-01,09,111.3
2018-09-01,overall,120.5
2018-09-01,05,114.3
2018-10-01,03,95.0
2018-10-01,06,121.3
2018-10-01,overall,120.7
2018-10-01,01,131.0
2018-10-01,09,111.4
2018-10-01,11,130.6
2018-10-01,02,164.3
2018-10-01,07,117.5
2018-10-01,08,96.1
2018-10-01,10,118.1
2018-10-01,05,114.8
2018-10-01,13,111.3
2018-10-01,12,109.8
2018-10-01,04,119.8
2018-11-01,10,118.4
2018-11-01,06,121.5
2018-11-01,overall,121.0
2018-11-01,08,96.1
2018-11-01,12,109.8
2018-11-01,01,131.3
2018-11-01,09,111.4
2018-11-01,02,167.4
2018-11-01,13,111.5
2018-11-01,07,117.6
2018-11-01,11,130.9
2018-11-01,04,120.1
2018-11-01,03,94.9
2018-11-01,05,115.1
2018-12-01,06,121.5
2018-12-01,13,111.5
2018-12-01,08,96.1
2018-12-01,05,115.3
2018-12-01,overall,121.1
2018-12-01,04,120.1
2018-12-01,03,94.7
2018-12-01,11,131.1
2018-12-01,12,109.8
2018-12-01,01,131.7
2018-12-01,02,167.5
2018-12-01,10,118.3
2018-12-01,09,111.5
2018-12-01,07,117.1
2019-01-01,13,111.9
2019-01-01,03,94.8
2019-01-01,07,110.7
2019-01-01,04,120.1
2019-01-01,01,132.9
2019-01-01,10,118.8
2019-01-01,09,111.4
2019-01-01,12,109.9
2019-01-01,02,167.5
2019-01-01,overall,120.5
2019-01-01,11,131.1
2019-01-01,06,121.8
2019-01-01,05,115.5
2019-01-01,08,96.1
2019-02-01,04,120.7
2019-02-01,08,96.1
2019-02-01,09,111.6
2019-02-01,overall,120.8
2019-02-01,06,122.0
2019-02-01,10,119.3
2019-02-01,12,109.9
2019-02-01,05,115.8
2019-02-01,13,111.8
2019-02-01,01,133.1
2019-02-01,11,131.3
2019-02-01,02,167.4
2019-02-01,03,94.7
2019-02-01,07,111.2
2019-03-01,08,96.1
2019-03-01,03,94.8
2019-03-01,overall,121.1
2019-03-01,09,111.5
2019-03-01,06,122.3
2019-03-01,04,120.7
2019-03-01,02,167.5
2019-03-01,12,109.9
2019-03-01,10,119.4
2019-03-01,05,116.1
2019-03-01,07,114.1
2019-03-01,01,132.5
2019-03-01,13,112.2
2019-03-01,11,131.3
2019-04-01,01,132.3
2019-04-01,10,119.4
2019-04-01,03,94.7
2019-04-01,08,96.0
2019-04-01,overall,121.1
2019-04-01,09,111.6
2019-04-01,13,112.3
2019-04-01,04,120.7
2019-04-01,07,114.6
2019-04-01,06,122.5
2019-04-01,05,116.1
2019-04-01,02,167.7
2019-04-01,12,109.9
2019-04-01,11,131.6
2019-05-01,10,119.5
2019-05-01,12,109.9
2019-05-01,02,167.8
2019-05-01,04,121.1
2019-05-01,05,116.5
2019-05-01,07,114.8
2019-05-01,06,122.5
2019-05-01,11,131.4
2019-05-01,overall,121.4
2019-05-01,08,96.0
2019-05-01,13,112.3
2019-05-01,09,111.5
2019-05-01,01,132.7
2019-05-01,03,94.6
2019-06-01,04,121.1
2019-06-01,10,119.5
2019-06-01,12,109.9
2019-06-01,overall,121.4
2019-06-01,13,112.6
2019-06-01,09,111.6
2019-06-01,11,131.7
2019-06-01,07,114.4
2019-06-01,05,116.6
2019-06-01,02,167.9
2019-06-01,06,122.7
2019-06-01,01,132.8
2019-06-01,08,96.0
2019-06-01,03,94.5
2019-07-01,08,96.0
2019-07-01,10,119.6
2019-07-01,01,133.2
2019-07-01,12,109.9
2019-07-01,02,167.9
2019-07-01,05,116.8
2019-07-01,11,131.8
2019-07-01,07,114.6
2019-07-01,overall,121.5
2019-07-01,09,111.5
2019-07-01,04,121.1
2019-07-01,13,113.0
2019-07-01,06,122.8
2019-07-01,03,94.1
2019-08-01,09,111.5
2019-08-01,01,133.5
2019-08-01,11,132.0
2019-08-01,06,123.0
2019-08-01,overall,121.8
2019-08-01,12,109.9
2019-08-01,04,121.7
2019-08-01,05,116.8
2019-08-01,13,113.6
2019-08-01,02,168.0
2019-08-01,03,94.1
2019-08-01,08,96.0
2019-08-01,07,114.5
2019-08-01,10,119.7
2019-09-01,13,114.0
2019-09-01,02,167.9
2019-09-01,11,132.2
2019-09-01,12,109.9
2019-09-01,09,112.2
2019-09-01,01,133.2
2019-09-01,10,120.2
2019-09-01,04,121.7
2019-09-01,07,114.6
2019-09-01,03,94.1
2019-09-01,05,116.7
2019-09-01,06,122.9
2019-09-01,08,96.0
2019-09-01,overall,121.8
2019-10-01,overall,122.0
2019-10-01,10,120.3
2019-10-01,11,132.2
2019-10-01,02,167.9
2019-10-01,08,97.5
2019-10-01,09,112.2
2019-10-01,05,116.7
2019-10-01,01,133.3
2019-10-01,06,123.0
2019-10-01,12,109.9
2019-10-01,04,121.7
2019-10-01,13,113.8
2019-10-01,03,93.8
2019-10-01,07,114.8
2019-11-01,03,93.9
2019-11-01,09,112.3
2019-11-01,overall,122.1
2019-11-01,12,109.9
2019-11-01,06,123.2
2019-11-01,10,120.3
2019-11-01,13,114.3
2019-11-01,05,116.8
2019-11-01,01,133.3
2019-11-01,02,168.0
2019-11-01,07,114.8
2019-11-01,11,132.3
2019-11-01,08,97.5
2019-11-01,04,122.2
2019-12-01,07,114.9
2019-12-01,13,114.2
2019-12-01,overall,122.3
2019-12-01,11,132.5
2019-12-01,04,122.2
2019-12-01,03,93.8
2019-12-01,09,112.2
2019-12-01,06,123.2
2019-12-01,12,109.8
2019-12-01,01,133.9
2019-12-01,10,120.3
2019-12-01,02,167.8
2019-12-01,05,116.9
2019-12-01,08,97.5
2020-01-01,02,167.7
2020-01-01,03,93.7
2020-01-01,10,120.8
2020-01-01,05,116.9
2020-01-01,13,114.7
2020-01-01,12,109.8
2020-01-01,01,134.1
2020-01-01,06,123.5
2020-01-01,04,122.2
2020-01-01,07,115.0
2020-01-01,overall,122.4
2020-01-01,09,112.4
2020-01-01,11,132.6
2020-01-01,08,97.5
2020-02-01,04,122.6
2020-02-01,06,123.6
2020-02-01,13,114.6
2020-02-01,overall,122.4
2020-02-01,05,117.0
2020-02-01,07,113.9
2020-02-01,01,134.2
2020-02-01,12,109.8
2020-02-01,02,167.8
2020-02-01,08,97.5
2020-02-01,09,112.4
2020-02-01,10,120.9
2020-02-01,03,93.7
2020-02-01,11,132.8
2020-03-01,01,134.1
2020-03-01,overall,120.9
2020-03-01,12,109.9
2020-03-01,03,93.6
2020-03-01,11,132.5
2020-03-01,10,120.9
2020-03-01,08,97.5
