reg_no,product,description,holder,manufacturer,date_reg,date_end
MAL16110057T,PRO-STISOL ZHI KE TABLET,NATURAL PRODUCT,PRO STISOL MANUFACTURING,PRO STISOL MANUFACTURING,2021-11-17,2026-11-17
MAL06091535T,BTY DA HUANG PIAN (Tablet),NATURAL PRODUCT,BTY WORLDWIDE SDN.BHD.,BTY WORLDWIDE SDN.BHD.,2021-11-17,2026-11-17
MAL06100701T,BTY SI JUN ZI HE JI (Liquid),NATURAL PRODUCT,BTY WORLDWIDE SDN.BHD.,BTY WORLDWIDE SDN.BHD.,2021-11-17,2026-11-17
MAL16110044T,PRO-STISOL GENTIANA PLUS TABLET,NATURAL PRODUCT,PRO STISOL MANUFACTURING,PRO STISOL MANUFACTURING,2021-11-17,2026-11-17
MAL06100726T,BTY WU LING HE JI (Liquid),NATURAL PRODUCT,BTY WORLDWIDE SDN.BHD.,BTY WORLDWIDE SDN.BHD.,2021-11-17,2026-11-17
MAL06100685T,BTY ER CHEN HE JI (Liquid),NATURAL PRODUCT,BTY WORLDWIDE SDN.BHD.,BTY WORLDWIDE SDN.BHD.,2021-11-17,2026-11-17
MAL11115065TC,Minsyam Black Seed Oil Capsule,NATURAL PRODUCT,Minsyam Sdn Bhd,LONNIX (M) SDN. BHD.,2021-11-24,2026-11-24
MAL06111386T,"Gan Lu Xiao Du Dan Extract Granules ""Sun Ten""",NATURAL PRODUCT,SUN TEN PHARMACEUTICAL MFG (M) SDN. BHD.,SUN TEN PHARM CO LTD,2021-11-25,2026-11-25
MAL06111384T,"Huo Xiang Zheng Qi San Extract Granules ""Sun Ten""",NATURAL PRODUCT,SUN TEN PHARMACEUTICAL MFG (M) SDN. BHD.,SUN TEN PHARM CO LTD,2021-11-25,2026-11-25
MAL21116145TC,FiberUp Soluble Acacia 3.5g Strawberry Flavour Powder,NATURAL PRODUCT,PROCACIA INDUSTRIES SDN BHD,NMY MANUFACTURING SDN BHD,2021-11-30,2026-11-30
MAL21116141TC,Pharmanex Cordymax CS-4 Capsule,NATURAL PRODUCT,NU SKIN (MALAYSIA) SDN. BHD.,CAPSTONE NUTRITION,2021-11-30,2026-11-30
MAL21116143TC,Innomed Androprotec 100mg Tablet,NATURAL PRODUCT,CITYMEDIC SDN BHD,NOVA LABORATORIES SDN. BHD.,2021-11-30,2026-11-30
MAL20014596TC,Conforer Global Flow Well Capsule,NATURAL PRODUCT,CONFORER MEDI CARE  ENTERPRISE,WHITE HERON PHARMACEUTICAL SDN. BHD.,2021-12-01,2026-12-01
MAL06111459T,BTY YU PING FENG HE JI (Liquid),NATURAL PRODUCT,BTY WORLDWIDE SDN.BHD.,BTY WORLDWIDE SDN.BHD.,2021-12-13,2026-12-13
MAL16110078T,PRO-STISOL STOMACH EASE TABLET,NATURAL PRODUCT,PRO STISOL MANUFACTURING,PRO STISOL MANUFACTURING,2021-12-13,2026-12-13
MAL16120029T,PRO-STISOL SLEEP EASE TABLET,NATURAL PRODUCT,PRO STISOL MANUFACTURING,PRO STISOL MANUFACTURING,2021-12-15,2026-12-15
MAL16120023T,PRO-STISOL HEAT RELIEF TABLET,NATURAL PRODUCT,PRO STISOL MANUFACTURING,PRO STISOL MANUFACTURING,2021-12-15,2026-12-15
MAL16125021TC,LABEESITY 60mg Capsules,NATURAL PRODUCT,Medika Natura Sdn. Bhd.,HERBAL SCIENCE SDN. BHD.,2021-12-15,2026-12-15
MAL16125022TC,LABEESITY 125mg Capsules,NATURAL PRODUCT,Medika Natura Sdn. Bhd.,HERBAL SCIENCE SDN. BHD.,2021-12-15,2026-12-15
MAL11125059T,JT Gent Capsule,NATURAL PRODUCT,Jin Teik Organic Health Food Sdn Bhd,Jin Teik Organic Health Food Sdn Bhd,2021-12-30,2026-12-30
MAL06121094T,"Chai Hu Shu Gan Tang Extract Granules ""Sun Ten""",NATURAL PRODUCT,SUN TEN PHARMACEUTICAL MFG (M) SDN. BHD.,SUN TEN PHARM CO LTD,2021-12-30,2026-12-30
MAL06121115AZ,Tussedyl Forte Syrup 15mg/5ml,PRESCRIPTION,PAHANG PHARMACY SDN. BHD.,Noripharma Sdn. Bhd.,2021-12-30,2026-12-30
MAL17015001NCR,SURBEX OPTI-V CAPSULES,HEALTH SUPPLEMENT,ABBOTT LABORATORIES (M) SDN. BHD.,CATALENT AUSTRALIA PTY LTD,2022-01-12,2027-01-12
MAL17010012T,"Wu Ling San Extract Granules ""Sun Ten""",NATURAL PRODUCT,SUN TEN PHARMACEUTICAL MFG (M) SDN. BHD.,SUN TEN PHARMACEUTICAL CO. LTD.,2022-01-18,2027-01-18
MAL07010905XCR,BioGaia Probiotic Chewable Tablets,HEALTH SUPPLEMENT,Pharma Ace Sdn. Bhd.,Farmasierra  Manufacturing S.L,2022-01-28,2027-01-28
MAL20020219TC,HURIX'S KAM MAO QING TABLET,NATURAL PRODUCT,JIN BIN CORPORATION SDN. BHD.,J.B. PHARMACY GROUP SDN. BHD.,2022-01-28,2027-01-28
MAL20172692NC,ELISHA ERC CHEWABLE TABLET,HEALTH SUPPLEMENT,ELISHA GORGEOUS SDN. BHD.,DZR PHARMA MANUFACTURE SDN. BHD.,2022-02-10,2027-02-10
MAL07011035T,BTY DANG GUI SI NI HE JI  (Liquid),NATURAL PRODUCT,BTY WORLDWIDE SDN.BHD.,BTY WORLDWIDE SDN.BHD.,2022-02-10,2027-02-10
MAL20020059TC,Conforer Global Exsu Extract Capsule,NATURAL PRODUCT,CONFORER MEDI CARE  ENTERPRISE,WHITE HERON PHARMACEUTICAL SDN. BHD.,2022-02-10,2027-02-10
MAL17020014T,"Ge Gen Huang Qin Huang Lian Tang Extract Granules ""Sun Ten""",NATURAL PRODUCT,SUN TEN PHARMACEUTICAL MFG (M) SDN. BHD.,"Sun Ten Pharmaceutical Co., Ltd. Taichung Factory",2022-02-17,2027-02-17
MAL22026141T,Eugica Ivy Syrup (DRIED IVY LEAF EXTRACT 38.47MG/5ML),NATURAL PRODUCT,MEGA LIFESCIENCES SDN. BHD.,Mega Lifesciences Public Company Limited,2022-02-23,2027-02-23
MAL12025068N,QUANTUM KIDS MULTIVITAMIN PLUS IRON & LYSINE CHEWABLE TABLET,HEALTH SUPPLEMENT,WINWA MEDICAL SDN. BHD.,WINWA MEDICAL SDN. BHD.,2022-02-25,2027-02-25
MAL12020009HA,FLUNIVET 5% INJECTION,VETERINARY ,RANGE PHARMA SDN. BHD.,,2022-02-25,2027-02-25
MAL12020009HA,FLUNIVET 5% INJECTION,VETERINARY ,RANGE PHARMA SDN. BHD.,RANGE PHARMA SDN. BHD.,2022-02-25,2027-02-25
MAL12025084ACZ,Prolia Solution for Injection 60mg Pre-filled Syringe,BIOLOGICS,Amgen Biopharmaceuticals Malaysia Sdn Bhd,"Amgen manufactuirng ,Ltd",2022-02-25,2027-02-25
MAL07021513TC,LAC Chlorella 200 mg,NATURAL PRODUCT,LAC GLOBAL BRANDS (MALAYSIA) SDN. BHD.,"ORGANIC BY NATURE, INC",2022-02-25,2027-02-25
MAL19970353T,ZEFS COUGH SYRUP,NATURAL PRODUCT,UNIMED SDN. BHD.,Emami Limited,2022-03-03,2027-03-03
MAL22036048NC,LAC TAUT S.SHIELD CAPSULE,HEALTH SUPPLEMENT,LAC GLOBAL BRANDS (MALAYSIA) SDN. BHD.,UNION CHEMICAL & PHARMACEUTICAL PTE LTD,2022-03-21,2027-03-21
MAL22036030NC,DELIVRETAB GLUTATHIONE 100mg TABLET,HEALTH SUPPLEMENT,Nuscience Pharmaceuticals (pg) Sdn. Bhd.,EASY PLUS PHARMACEUTICAL (M) SDN. BHD.,2022-03-21,2027-03-21
MAL06100665T,Kapsul Tongkat Ali Plus,NATURAL PRODUCT,PERUSAHAAN JAMU ARJUNA SDN. BHD.,PERUSAHAAN JAMU ARJUNA SDN. BHD.,2022-03-30,2027-03-30
MAL06021268T,makjun pak tani tongkat ali plus,NATURAL PRODUCT,PERUSAHAAN JAMU ARJUNA SDN. BHD.,PERUSAHAAN JAMU ARJUNA SDN. BHD.,2022-03-30,2027-03-30
MAL07031204T,"Da Cheng Qi Tang Extract Granules ""Sun Ten""",NATURAL PRODUCT,SUN TEN PHARMACEUTICAL MFG (M) SDN. BHD.,SUN TEN PHARM CO LTD,2022-04-01,2027-04-01
MAL07031186T,Juan Bi Tang Extract Granules,NATURAL PRODUCT,SUN TEN PHARMACEUTICAL MFG (M) SDN. BHD.,SUN TEN PHARMACEUTICAL CO. LTD.,2022-04-01,2027-04-01
MAL17010011T,PRO-STISOL ASTRAGALUS PLUS TABLET,NATURAL PRODUCT,PRO STISOL MANUFACTURING,PRO STISOL MANUFACTURING,2022-04-07,2027-04-07
MAL22046099NC,BIOBAY® ENERCARDO TABLET ,HEALTH SUPPLEMENT,GALAXIS HEALTHCARE SDN BHD,Esprit Care Sdn. Bhd.,2022-04-18,2027-04-18
MAL20172822N,VITASEN PRO-BIOS Bifido Kids Chewable Tablet,HEALTH SUPPLEMENT,WINWA MEDICAL SDN. BHD.,WINWA MEDICAL SDN. BHD.,2022-05-05,2027-05-05
MAL07050071T,"Ba Zhen Tang Extract Granules ""Sun Ten""",NATURAL PRODUCT,SUN TEN PHARMACEUTICAL MFG (M) SDN. BHD.,SUN TEN PHARMACEUTICAL CO. LTD.,2022-05-06,2027-05-06
MAL07050049T,Wen Jing Tang Extract Granules,NATURAL PRODUCT,SUN TEN PHARMACEUTICAL MFG (M) SDN. BHD.,SUN TEN PHARM CO LTD,2022-05-06,2027-05-06
MAL07050035T,"Chai Hu Jia Long Gu Mu Li Tang  Extract Granules ""Sun Ten""",NATURAL PRODUCT,SUN TEN PHARMACEUTICAL MFG (M) SDN. BHD.,SUN TEN PHARM CO LTD,2022-05-06,2027-05-06
MAL07050103T,San Huang Xie Xin Tang  (Granules),NATURAL PRODUCT,SUN TEN PHARMACEUTICAL MFG (M) SDN. BHD.,SUN TEN PHARM CO LTD,2022-05-06,2027-05-06
MAL07050248XC,Ener-B,HEALTH SUPPLEMENT,VIGORACE SDN BHD,"Nature's Choice, Inc.",2022-05-06,2027-05-06
MAL07050046T,"Jing Fang Bai Du San Extract Granules ""Sun Ten""",NATURAL PRODUCT,SUN TEN PHARMACEUTICAL MFG (M) SDN. BHD.,SUN TEN PHARM CO LTD,2022-05-06,2027-05-06
MAL22056013NC,i-ZYME MULTI ENZYMES TABLET,HEALTH SUPPLEMENT,Nuscience Pharmaceuticals (pg) Sdn. Bhd.,EASY PLUS PHARMACEUTICAL (M) SDN. BHD.,2022-05-10,2027-05-10
MAL20020327TC,Conforer Global An Tonic Capsule,NATURAL PRODUCT,CONFORER MEDI CARE  ENTERPRISE,WHITE HERON PHARMACEUTICAL SDN. BHD.,2022-05-12,2027-05-12
MAL12035024TC,Conforer Global Bee Queen Jelly Capsule,NATURAL PRODUCT,CONFORER MEDI CARE  ENTERPRISE,WHITE HERON PHARMACEUTICAL SDN. BHD.,2022-05-12,2027-05-12
MAL20020326TC,Conforer Global In Cleanse-2 Capsule,NATURAL PRODUCT,CONFORER MEDI CARE  ENTERPRISE,WHITE HERON PHARMACEUTICAL SDN. BHD.,2022-05-12,2027-05-12
MAL17055003XC,parodontax Daily Fluoride Toothpaste,NON PRESCRIPTION,Haleon Malaysia Sdn. Bhd.,"NEOCOSMED CO., LTD",2022-05-12,2027-05-12
MAL20020325TC,Conforer Global Nos-Flow Capsule,NATURAL PRODUCT,CONFORER MEDI CARE  ENTERPRISE,WHITE HERON PHARMACEUTICAL SDN. BHD.,2022-05-12,2027-05-12
MAL20020663T,Nova HEPAR-P capsule,NATURAL PRODUCT,NOVA LABORATORIES SDN. BHD.,NOVA LABORATORIES SDN. BHD.,2022-05-14,2027-05-14
MAL22056091NCR,LAC CoQ-10 50 mg Softgel,HEALTH SUPPLEMENT,LAC GLOBAL BRANDS (MALAYSIA) SDN. BHD.,"Soft Gel Technologies, Inc.",2022-05-23,2027-05-23
MAL12055103TC,ageLOC® R2 Day,NATURAL PRODUCT,NU SKIN (MALAYSIA) SDN. BHD.,"CORNERSTONE RESEARCH & DEVELOPMENT, INC",2022-06-01,2027-06-01
MAL20020552TC,HUN LEONG HERBAL TEA,NATURAL PRODUCT,Hun Leong Trading,HONG KONG BAN KAH CHAI MED. FTY. SDN. BHD.,2022-06-02,2027-06-02
MAL12050016HA,TAIKOCIN 30% Injection,VETERINARY ,RANGE PHARMA SDN. BHD.,,2022-06-02,2027-06-02
MAL12050016HA,TAIKOCIN 30% Injection,VETERINARY ,RANGE PHARMA SDN. BHD.,RANGE PHARMA SDN. BHD.,2022-06-02,2027-06-02
MAL07061431T,Dang Gui Shao Yao San (Granules),NATURAL PRODUCT,SUN TEN PHARMACEUTICAL MFG (M) SDN. BHD.,SUN TEN PHARMACEUTICAL CO. LTD.,2022-06-24,2027-06-24
MAL07061399T,Huang Lian Jie Du Tang Extract Granules,NATURAL PRODUCT,SUN TEN PHARMACEUTICAL MFG (M) SDN. BHD.,SUN TEN PHARM CO LTD,2022-06-24,2027-06-24
MAL12065089ACRZ,XGEVA 120mg Solution for Injection,BIOLOGICS,Amgen Biopharmaceuticals Malaysia Sdn Bhd,"Amgen manufactuirng ,Ltd",2022-06-30,2027-06-30
MAL20172917NCR,H&H Essential Omega III Fish Oil With Vitamin E Softgel,HEALTH SUPPLEMENT,MARKET MALAYSIA SHOP SDN. BHD.,"SOFT GEL TECHNOLOGIES, INC.",2022-07-07,2027-07-07
MAL20172916NCR,Biomega III Plus,HEALTH SUPPLEMENT,UHS ESSENTIAL HEALTH (MALAYSIA) SDN. BHD.,NUTRA LIFE HEALTH & FITNESS,2022-07-07,2027-07-07
MAL20172913NCR,Shaklee CoQ-TROL PLUS Capsules,HEALTH SUPPLEMENT,SHAKLEE PRODUCTS (MALAYSIA) SDN. BHD.,"SOFT GEL TECHNOLOGIES, INC.",2022-07-07,2027-07-07
MAL17076030NC,CHOICE astaxanthin 6mg Softgel,HEALTH SUPPLEMENT,MARKET MALAYSIA SHOP SDN. BHD.,"Uni-Caps, LLC",2022-07-20,2027-07-20
MAL17076030NC,CHOICE astaxanthin 6mg Softgel,HEALTH SUPPLEMENT,MARKET MALAYSIA SHOP SDN. BHD.,"Uni-Caps, LLC",2022-07-20,2027-07-20
MAL22076098NCR,NutrinLife Vitamin C Plus Effervescent Tablets,HEALTH SUPPLEMENT,BIOFUNCTION MARKETING SDN. BHD.,HEALTH GENESIS CORPORATION,2022-07-21,2027-07-21
MAL22076154T,Eu Yan Sang Tigermilk Mushroom Plus Syrup,NATURAL PRODUCT,Bioalpha International Sdn. Bhd.,Bioalpha International Sdn. Bhd.,2022-07-21,2027-07-21
MAL22076065NCR,LAC DHA 600mg With EPA 250mg Softgel ,HEALTH SUPPLEMENT,LAC GLOBAL BRANDS (MALAYSIA) SDN. BHD.,"Soft Gel Technologies, Inc.",2022-07-21,2027-07-21
MAL22076083NC,LifeSenze VEGOMEGA Softgel,HEALTH SUPPLEMENT,HL PHARMACEUTICALS SDN. BHD.,ORIENT LABORATORIES SDN. BHD.,2022-07-21,2027-07-21
MAL12070027HA,LINCOFEED 4.4% powder,VETERINARY ,RANGE PHARMA SDN. BHD.,RANGE PHARMA SDN. BHD.,2022-07-28,2027-07-28
MAL12070027HA,LINCOFEED 4.4% powder,VETERINARY ,RANGE PHARMA SDN. BHD.,,2022-07-28,2027-07-28
MAL17086026TC,lolvita capsule,NATURAL PRODUCT,Capetown Wonder Sdn. Bhd.,Reishilab Sdn Bhd,2022-08-02,2027-08-02
MAL07081539T,"Ling Gui Zhu Gan Tang Extract Granules ""Sun Ten""",NATURAL PRODUCT,SUN TEN PHARMACEUTICAL MFG (M) SDN. BHD.,SUN TEN PHARMACEUTICAL CO. LTD.,2022-08-10,2027-08-10
MAL07081535T,Qing Wei San Extract Granules,NATURAL PRODUCT,SUN TEN PHARMACEUTICAL MFG (M) SDN. BHD.,SUN TEN PHARM CO LTD,2022-08-10,2027-08-10
MAL07081519T,Shi Wei Bai Du San Extract Granules,NATURAL PRODUCT,SUN TEN PHARMACEUTICAL MFG (M) SDN. BHD.,SUN TEN PHARMACEUTICAL CO. LTD.,2022-08-10,2027-08-10
MAL17086018NCR,LifeSenze CoQ10 150mg PLUS Capsule,HEALTH SUPPLEMENT,HL PHARMACEUTICALS SDN. BHD.,Nuera Nutraceutical Inc.,2022-08-17,2027-08-17
MAL17086022T,RED BRAND JUN GING POWDER,NATURAL PRODUCT,GMP PRODUCTS MARKETING SDN. BHD.,HONG KONG BAN KAH CHAI MED. FTY. SDN. BHD.,2022-08-17,2027-08-17
MAL22086059NCR,C'LOVES VITAMIN C PLUS EFFERVESCENT TABLETS,HEALTH SUPPLEMENT,REFORMS PHARMA SDN. BHD.,HEALTH GENESIS CORPORATION,2022-08-23,2027-08-23
MAL22086107TC,FiberUP Soluble Arabic Gum Plus Powder,NATURAL PRODUCT,PROCACIA INDUSTRIES SDN BHD,NMY MANUFACTURING SDN BHD,2022-08-23,2027-08-23
MAL22086123TC,NATURE SPIRIT PANAX GINSENG EXTRACT 100MG CAPSULE,NATURAL PRODUCT,NATURE SPIRIT SCIENCE RESEARCH SDN. BHD.,Reishilab Sdn Bhd,2022-08-23,2027-08-23
MAL12085015NC,Watsons vitamin C 1000mg plus zinc 10mg tab,HEALTH SUPPLEMENT,WATSON`S PERSONAL CARE STORES SDN. BHD.,C.Hedenkamp GmbH & Co. KG,2022-09-01,2027-09-01
MAL07082947T,BTY HUANG LIAN SHANG QING PIAN (Tablet),NATURAL PRODUCT,BTY WORLDWIDE SDN.BHD.,BTY WORLDWIDE SDN.BHD.,2022-09-01,2027-09-01
MAL17096035TC,bioVERSA MONO CrataeMax Hawthorn Extract Multiplex Capsule,NATURAL PRODUCT,Savan Biologic (M) Sdn Bhd,Dong Foong Manufacturing Sdn Bhd,2022-09-21,2027-09-21
MAL22096127TC,Nutribridge Crystoe Capsule,NATURAL PRODUCT,NUTRIBRIDGE (MALAYSIA) SDN. BHD.,GANOFARM R&D SDN BHD,2022-09-23,2027-09-23
MAL22096111TC,Nutribridge Glycoway Capsule,NATURAL PRODUCT,NUTRIBRIDGE (MALAYSIA) SDN. BHD.,GANOFARM R&D SDN BHD,2022-09-23,2027-09-23
MAL12095005NC,BIOS LIFE Bio-C,HEALTH SUPPLEMENT,UNICITY IMPORTS MALAYSIA SDN. BHD.,CAPSTONE NUTRITION LLC,2022-09-29,2027-09-29
MAL17106074TC,bioVERSA MONO Allisaq Aged Garlic Extract Multiplex Capsule,NATURAL PRODUCT,Savan Biologic (M) Sdn Bhd,Dong Foong Manufacturing Sdn Bhd,2022-10-03,2027-10-03
MAL22106054NC, Yllume  Capsule,HEALTH SUPPLEMENT,REDO MARKETING SDN. BHD.,NUTRITION GROUP PLC,2022-10-18,2027-10-18
MAL22106040NC,Unicity Chlorophyllin Plus Powder ,HEALTH SUPPLEMENT,UNICITY IMPORTS MALAYSIA SDN. BHD.,Unicity Global Manufacturing USA,2022-10-18,2027-10-18
MAL22106033NCR,LAC PRIMAX FISH OIL 734MG SOFTGEL,HEALTH SUPPLEMENT,LAC GLOBAL BRANDS (MALAYSIA) SDN. BHD.,"Soft Gel Technologies, Inc.",2022-10-18,2027-10-18
MAL07101251AZ,Ducodin Linctus 5mg/5ml,PRESCRIPTION,HOVID BERHAD,HOVID BERHAD,2022-10-31,2027-10-31
MAL07101250AZ,Ducodin Forte Linctus 15mg/5ml,PRESCRIPTION,HOVID BERHAD,HOVID BERHAD,2022-10-31,2027-10-31
MAL17116061NC,New Imageâ„¢ Immufor Colostrum 550mg Chewable Tablets,HEALTH SUPPLEMENT,N.Z. NEW IMAGE SDN BHD,GMP PHARMACEUTICALS LTD,2022-11-15,2027-11-15
MAL22116062NC,NutrixGold ENERGIPRO TABLET,HEALTH SUPPLEMENT,NUTRIXGOLD (M) SDN BHD ,Esprit Care Sdn. Bhd.,2022-11-22,2027-11-22
MAL22126180TC,Nutribridge Lipicholin Capsule,NATURAL PRODUCT,NUTRIBRIDGE (MALAYSIA) SDN. BHD.,GANOFARM R&D SDN BHD,2022-12-19,2027-12-19
MAL22126093NCR,DUO LEAF MULTIVITAMINS & MINERALS PLUS EFFERVESCENT TABLETS,HEALTH SUPPLEMENT,DUOLEAF HEALTHCARE SDN. BHD.,HEALTH GENESIS CORPORATION,2022-12-19,2027-12-19
MAL22126140NC,Nano Singapore Calcium with Vitamin D Tablet,HEALTH SUPPLEMENT,Nano Wellness Sdn. Bhd.,US PHARMATECH INC.,2022-12-19,2027-12-19
MAL12125027TCR,VitaHealth Elderberry Plus,NATURAL PRODUCT,VITAHEALTH BIOTECH SDN BHD,ARNET PHARMACEUTICAL CORPORATION,2022-12-29,2027-12-29
MAL07124663TC,POH LIN BRAND CORDYCEPS SOU WU NING SHEN WAN PLUS,NATURAL PRODUCT,POH LIN BRAND PRODUCTS AGENCY SDN. BHD.,HONG KONG BAN KAH CHAI MED. FTY. SDN. BHD.,2022-12-30,2027-12-30
MAL20021655TC,Conforer Global Ginkgo Extract Capsule,NATURAL PRODUCT,CONFORER MEDI CARE  ENTERPRISE,WHITE HERON PHARMACEUTICAL SDN. BHD.,2023-01-05,2028-01-05
MAL20021609TC,Conforer Global Yang Tonic-2,NATURAL PRODUCT,CONFORER MEDI CARE  ENTERPRISE,WHITE HERON PHARMACEUTICAL SDN. BHD.,2023-01-05,2028-01-05
MAL20021447TC,Conforer Global Ex Choles Capsule,NATURAL PRODUCT,CONFORER MEDI CARE  ENTERPRISE,WHITE HERON PHARMACEUTICAL SDN. BHD.,2023-01-05,2028-01-05
MAL17127001TC,CONFORER GLOBAL D-NEW CAPSULE,NATURAL PRODUCT,CONFORER MEDI CARE  ENTERPRISE,WHITE HERON PHARMACEUTICAL SDN. BHD.,2023-01-05,2028-01-05
MAL20021449TC,Conforer Global B Flow Capsule,NATURAL PRODUCT,CONFORER MEDI CARE  ENTERPRISE,WHITE HERON PHARMACEUTICAL SDN. BHD.,2023-01-05,2028-01-05
MAL20021448TC,Conforer Global Fei Cleans-2 Capsule,NATURAL PRODUCT,CONFORER MEDI CARE  ENTERPRISE,WHITE HERON PHARMACEUTICAL SDN. BHD.,2023-01-05,2028-01-05
MAL23016032NCZ,Flavettes Flazz Guard Vitamin C 1000mg Effervescent Tablet (Passion Fruit Flavour),HEALTH SUPPLEMENT,Duopharma Marketing Sdn. Bhd.,C.Hedenkamp GmbH and Co.KG. ,2023-01-16,2028-01-16
MAL23016031NCZ,Flavettes Flazz Guard Vitamin C 1000mg Effervescent Tablet (Orange Flavour),HEALTH SUPPLEMENT,Duopharma Marketing Sdn. Bhd.,C.Hedenkamp GmbH and Co.KG. ,2023-01-16,2028-01-16
MAL23016037NC,QUANTUM MAGNESIUM BISGLYCINATE 834mg Tablet,HEALTH SUPPLEMENT,QUANTUM UPSTREAM SDN. BHD.,YANLING NATURAL HYGIENE SDN. BHD.,2023-01-16,2028-01-16
MAL23016094NC,Flavettes Dual Action Vitamin C + Zinc Effervescent Tablet (Orange Flavour),HEALTH SUPPLEMENT,Duopharma Marketing Sdn. Bhd.,C.Hedenkamp GmbH and Co.KG. ,2023-01-16,2028-01-16
MAL23016052NCR,Champs Dual Action Vitamin C Plus Zinc Effervescent Tablet (Blackcurrant Flavour),HEALTH SUPPLEMENT,Duopharma Marketing Sdn. Bhd.,C.Hedenkamp GmbH and Co.KG. ,2023-01-16,2028-01-16
MAL23016041NCR,DUO LEAF MEDUS N-ACETYL-L-CYSTEINE 600 MG EFFERVESCENT TABLETS,HEALTH SUPPLEMENT,DUOLEAF HEALTHCARE SDN. BHD.,HEALTH GENESIS CORPORATION,2023-01-16,2028-01-16
MAL23016038NCR,LYC Krill Oil 500mg Softgel,HEALTH SUPPLEMENT,LYC NUTRIHEALTH SDN. BHD.,Catalent Ontario Limited,2023-01-16,2028-01-16
MAL18016125TC,bioVERSA HepaFort Capsule,NATURAL PRODUCT,Savan Biologic (M) Sdn Bhd,Dong Foong Manufacturing Sdn Bhd,2023-01-18,2028-01-18
MAL20031952AZ,NUTRIFLEX LIPID PERI,PRESCRIPTION,B.BRAUN MEDICAL INDUSTRIES SDN. BHD.,B. BRAUN MELSUNGEN AG.,2023-01-28,2028-01-28
MAL20032112T,Di Ann Du Tong San,NATURAL PRODUCT,DI ANN TRADING,DI ANN TRADING,2023-01-28,2028-01-28
MAL20032042TC,Conforer Global An Cools Capsule,NATURAL PRODUCT,CONFORER MEDI CARE  ENTERPRISE,WHITE HERON PHARMACEUTICAL SDN. BHD.,2023-02-02,2028-02-02
MAL18016137TC,NS PHYLLANTUS NIRURI 100MG CAPSULE,NATURAL PRODUCT,NATURE SPIRIT SCIENCE RESEARCH SDN. BHD.,Reishilab Sdn Bhd,2023-02-02,2028-02-02
MAL20032049TC,Conforer Global Koolas-2 Capsule,NATURAL PRODUCT,CONFORER MEDI CARE  ENTERPRISE,WHITE HERON PHARMACEUTICAL SDN. BHD.,2023-02-02,2028-02-02
MAL08010750AZ,Rhynacol F Syrup,PRESCRIPTION,SUNWARD PHARMACEUTICAL SDN. BHD.,SUNWARD PHARMACEUTICAL SDN. BHD.,2023-02-03,2028-02-03
MAL18026157TC,bioVERSA Prositrex Capsule,NATURAL PRODUCT,Savan Biologic (M) Sdn Bhd,Dong Foong Manufacturing Sdn Bhd,2023-02-06,2028-02-06
MAL18026080T,Ban Kah Chai Headache Relief Capsule,NATURAL PRODUCT,HONG KONG BAN KAH CHAI MED. FTY. SDN. BHD.,HONG KONG BAN KAH CHAI MED. FTY. SDN. BHD.,2023-02-06,2028-02-06
MAL18026139TC,GML Guan Mai Ling Pills,NATURAL PRODUCT,YS WELLNESS SDN. BHD.,EXCEL HERBAL INDUSTRIES SDN. BHD.,2023-02-20,2028-02-20
MAL13025049ACZ,DURO-TUSS Regular Cough Liquid 1mg/mL,PRESCRIPTION,iNova Pharmaceuticals (Singapore) Pte Ltd (incorporated In Singapore) Malaysia Branch,ENSIGN LABS PTY LTD,2023-03-02,2028-03-02
MAL13025051ACZ,DURO-TUSS Expectorant Cough Liquid,PRESCRIPTION,iNova Pharmaceuticals (Singapore) Pte Ltd (incorporated In Singapore) Malaysia Branch,ENSIGN LABS PTY LTD,2023-03-02,2028-03-02
MAL13025050ACZ,DURO-TUSS Forte Cough Liquid 3mg/mL,PRESCRIPTION,iNova Pharmaceuticals (Singapore) Pte Ltd (incorporated In Singapore) Malaysia Branch,ENSIGN LABS PTY LTD,2023-03-02,2028-03-02
MAL18026101TC,NS SWIETENIA MACROPHYLLA 100MG CAPSULE,NATURAL PRODUCT,NATURE SPIRIT SCIENCE RESEARCH SDN. BHD.,Reishilab Sdn Bhd,2023-03-02,2028-03-02
MAL23036053NC,Champs Dual Action Vitamin C Plus Zinc Effervescent Tablet (Orange Flavour),HEALTH SUPPLEMENT,Duopharma Marketing Sdn. Bhd.,C.Hedenkamp GmbH and Co.KG. ,2023-03-21,2028-03-21
MAL18036123NC,BIO.ME Skal Pro powder,HEALTH SUPPLEMENT,EP PLUS GROUP SDN. BHD.,MORETH SDN. BHD.,2023-03-22,2028-03-22
MAL13030009HA,MARBOXIN 2% INJECTION,VETERINARY ,RANGE PHARMA SDN. BHD.,RANGE PHARMA SDN. BHD.,2023-03-30,2028-03-30
MAL13030009HA,MARBOXIN 2% INJECTION,VETERINARY ,RANGE PHARMA SDN. BHD.,RANGE PHARMA SDN. BHD.,2023-03-30,2028-03-30
MAL18046070T,œCHUANG SONG ZONG Jiuan Bih Tang Concentrated Granule,NATURAL PRODUCT,GREEN HERB BIOTECH SDN. BHD.,"CHUANG SONG ZONG PHARMACEUTICAL CO., LTD., (Ligang Factory)",2023-04-06,2028-04-06
